Date,Value
21/06/1989,2464.91
20/06/1989,2472.88
19/06/1989,2479.89
16/06/1989,2486.38
15/06/1989,2475
14/06/1989,2503.36
13/06/1989,2503.54
12/06/1989,2518.84
09/06/1989,2513.42
08/06/1989,2516.91
07/06/1989,2512.32
06/06/1989,2496.32
05/06/1989,2480.7
02/06/1989,2517.83
01/06/1989,2490.63
31/05/1989,2480.15
30/05/1989,2475.55
26/05/1989,2493.77
25/05/1989,2482.59
24/05/1989,2483.87
23/05/1989,2478.01
22/05/1989,2502.02
19/05/1989,2501.1
18/05/1989,2470.12
17/05/1989,2462.43
16/05/1989,2453.45
15/05/1989,2463.89
12/05/1989,2439.7
11/05/1989,2382.88
10/05/1989,2374.45
09/05/1989,2371.33
08/05/1989,2376.47
05/05/1989,2381.96
04/05/1989,2384.9
03/05/1989,2393.7
02/05/1989,2402.86
01/05/1989,2414.96
28/04/1989,2418.8
27/04/1989,2418.99
26/04/1989,2389.11
25/04/1989,2386.91
24/04/1989,2402.68
21/04/1989,2409.46
20/04/1989,2377.38
19/04/1989,2386.91
18/04/1989,2379.4
17/04/1989,2337.79
14/04/1989,2337.06
13/04/1989,2296
12/04/1989,2319.65
11/04/1989,2311.58
10/04/1989,2301.87
07/04/1989,2304.8
06/04/1989,2291.97
05/04/1989,2304.8
04/04/1989,2298.2
03/04/1989,2304.8
31/03/1989,2293.62
30/03/1989,2281.34
29/03/1989,2281.52
28/03/1989,2275.54
27/03/1989,2257.86
23/03/1989,2243.04
22/03/1989,2263.21
21/03/1989,2266.25
20/03/1989,2262.5
17/03/1989,2292.14
16/03/1989,2340.71
15/03/1989,2320.54
14/03/1989,2306.25
13/03/1989,2306.25
10/03/1989,2282.14
09/03/1989,2291.43
08/03/1989,2295.54
07/03/1989,2290.71
06/03/1989,2294.82
03/03/1989,2274.29
02/03/1989,2265.71
01/03/1989,2243.04
28/02/1989,2258.39
27/02/1989,2250.36
24/02/1989,2245.54
23/02/1989,2289.46
22/02/1989,2283.93
21/02/1989,2326.43
17/02/1989,2324.82
16/02/1989,2311.43
15/02/1989,2303.93
14/02/1989,2281.25
13/02/1989,2282.5
10/02/1989,2286.07
09/02/1989,2323.04
08/02/1989,2343.21
07/02/1989,2347.14
06/02/1989,2321.07
03/02/1989,2331.25
02/02/1989,2333.75
01/02/1989,2338.21
31/01/1989,2342.32
30/01/1989,2324.11
27/01/1989,2322.86
26/01/1989,2291.07
25/01/1989,2265.89
24/01/1989,2256.43
23/01/1989,2218.39
20/01/1989,2235.36
19/01/1989,2239.11
18/01/1989,2238.75
17/01/1989,2214.64
16/01/1989,2224.64
13/01/1989,2226.07
12/01/1989,2222.32
11/01/1989,2206.43
10/01/1989,2193.21
09/01/1989,2199.46
06/01/1989,2194.29
05/01/1989,2190.54
04/01/1989,2177.68
03/01/1989,2144.64
30/12/1988,2168.57
29/12/1988,2182.68
28/12/1988,2166.43
27/12/1988,2162.68
23/12/1988,2168.93
22/12/1988,2160.36
21/12/1988,2164.64
20/12/1988,2166.07
19/12/1988,2172.68
16/12/1988,2150.71
15/12/1988,2133
14/12/1988,2134.25
13/12/1988,2143.49
12/12/1988,2139.58
09/12/1988,2143.49
08/12/1988,2141.71
07/12/1988,2153.63
06/12/1988,2149.36
05/12/1988,2123.76
02/12/1988,2092.28
01/12/1988,2101.88
30/11/1988,2114.51
29/11/1988,2101.53
28/11/1988,2081.44
25/11/1988,2074.68
23/11/1988,2092.28
22/11/1988,2077.7
21/11/1988,2065.97
18/11/1988,2062.41
17/11/1988,2052.45
16/11/1988,2038.58
15/11/1988,2077.17
14/11/1988,2065.08
11/11/1988,2067.03
10/11/1988,2114.69
09/11/1988,2118.24
08/11/1988,2127.49
07/11/1988,2124.64
04/11/1988,2145.8
03/11/1988,2170.34
02/11/1988,2156.83
01/11/1988,2150.96
31/10/1988,2148.65
28/10/1988,2149.89
27/10/1988,2140.83
26/10/1988,2165.18
25/10/1988,2173.36
24/10/1988,2170.34
21/10/1988,2183.5
20/10/1988,2181.19
19/10/1988,2137.27
18/10/1988,2159.85
17/10/1988,2140.47
14/10/1988,2133.18
13/10/1988,2133.36
12/10/1988,2126.24
11/10/1988,2156.47
10/10/1988,2158.96
07/10/1988,2150.25
06/10/1988,2107.75
05/10/1988,2106.51
04/10/1988,2102.06
03/10/1988,2105.26
30/09/1988,2112.91
29/09/1988,2119.31
28/09/1988,2085.53
27/09/1988,2082.33
26/09/1988,2085.17
23/09/1988,2090.68
22/09/1988,2080.01
21/09/1988,2090.5
20/09/1988,2087.48
19/09/1988,2081.08
16/09/1988,2098.15
15/09/1988,2092.28
14/09/1988,2100.64
13/09/1988,2083.04
12/09/1988,2072.37
09/09/1988,2068.81
08/09/1988,2063.12
07/09/1988,2065.79
06/09/1988,2065.26
02/09/1988,2054.59
01/09/1988,2002.31
31/08/1988,2031.65
30/08/1988,2038.23
29/08/1988,2041.43
26/08/1988,2017.43
25/08/1988,2010.85
24/08/1988,2026.67
23/08/1988,1989.33
22/08/1988,1990.22
19/08/1988,2016
18/08/1988,2027.03
17/08/1988,2025.96
16/08/1988,2021.51
15/08/1988,2004.27
12/08/1988,2037.52
11/08/1988,2039.3
10/08/1988,2034.14
09/08/1988,2079.13
08/08/1988,2107.4
05/08/1988,2119.13
04/08/1988,2126.6
03/08/1988,2134.07
02/08/1988,2131.22
01/08/1988,2130.51
29/07/1988,2128.73
28/07/1988,2082.33
27/07/1988,2053.7
26/07/1988,2073.97
25/07/1988,2071.83
22/07/1988,2060.99
21/07/1988,2086.59
20/07/1988,2110.6
19/07/1988,2097.26
18/07/1988,2117.89
15/07/1988,2129.45
14/07/1988,2113.62
13/07/1988,2104.37
12/07/1988,2092.64
11/07/1988,2111.31
08/07/1988,2106.15
07/07/1988,2122.69
06/07/1988,2130.16
05/07/1988,2158.61
01/07/1988,2131.58
30/06/1988,2141.71
29/06/1988,2121.98
28/06/1988,2130.87
27/06/1988,2108.46
24/06/1988,2142.96
23/06/1988,2148.29
22/06/1988,2152.2
21/06/1988,2109.17
20/06/1988,2083.93
17/06/1988,2104.02
16/06/1988,2094.24
15/06/1988,2131.4
14/06/1988,2124.47
13/06/1988,2099.4
10/06/1988,2101.71
09/06/1988,2093.35
08/06/1988,2102.95
07/06/1988,2054.59
06/06/1988,2075.21
03/06/1988,2071.3
02/06/1988,2052.45
01/06/1988,2064.01
31/05/1988,2031.12
27/05/1988,1956.44
26/05/1988,1966.75
25/05/1988,1961.37
24/05/1988,1962.53
23/05/1988,1941.48
20/05/1988,1952.59
19/05/1988,1958.72
18/05/1988,1951.09
17/05/1988,1986.41
16/05/1988,2007.63
13/05/1988,1990.55
12/05/1988,1968
11/05/1988,1965.85
10/05/1988,2003.65
09/05/1988,1997.35
06/05/1988,2007.46
05/05/1988,2020.23
04/05/1988,2036.31
03/05/1988,2058.36
02/05/1988,2043.27
29/04/1988,2032.33
28/04/1988,2041.28
27/04/1988,2047.91
26/04/1988,2044.76
25/04/1988,2035.97
22/04/1988,2015.09
21/04/1988,1987.4
20/04/1988,1985.41
19/04/1988,1999.5
18/04/1988,2008.12
15/04/1988,2013.93
14/04/1988,2005.64
13/04/1988,2107.1
12/04/1988,2110.08
11/04/1988,2095.99
08/04/1988,2090.19
07/04/1988,2062.17
06/04/1988,2061.67
05/04/1988,1997.51
04/04/1988,1980.6
31/03/1988,1988.06
30/03/1988,1978.12
29/03/1988,1998.34
28/03/1988,1979.77
25/03/1988,1978.95
24/03/1988,2023.87
23/03/1988,2067.64
22/03/1988,2066.15
21/03/1988,2067.14
18/03/1988,2087.37
17/03/1988,2086.04
16/03/1988,2064.32
15/03/1988,2047.41
14/03/1988,2050.07
11/03/1988,2034.98
10/03/1988,2026.03
09/03/1988,2074.27
08/03/1988,2081.07
07/03/1988,2056.37
04/03/1988,2057.86
03/03/1988,2063.49
02/03/1988,2071.29
01/03/1988,2070.46
29/02/1988,2071.62
26/02/1988,2023.21
25/02/1988,2017.57
24/02/1988,2039.95
23/02/1988,2039.12
22/02/1988,2040.29
19/02/1988,2014.59
18/02/1988,1986.41
17/02/1988,2000.99
16/02/1988,2005.97
12/02/1988,1983.26
11/02/1988,1961.54
10/02/1988,1962.04
09/02/1988,1914.46
08/02/1988,1895.72
05/02/1988,1910.48
04/02/1988,1923.57
03/02/1988,1924.57
02/02/1988,1952.92
01/02/1988,1944.63
29/01/1988,1958.22
28/01/1988,1930.04
27/01/1988,1911.14
26/01/1988,1920.59
25/01/1988,1946.45
22/01/1988,1903.51
21/01/1988,1879.31
20/01/1988,1879.14
19/01/1988,1936.34
18/01/1988,1963.86
15/01/1988,1956.07
14/01/1988,1916.11
13/01/1988,1924.73
12/01/1988,1928.55
11/01/1988,1945.13
08/01/1988,1911.31
07/01/1988,2051.89
06/01/1988,2037.8
05/01/1988,2031.5
04/01/1988,2015.25
31/12/1987,1938.83
30/12/1987,1950.1
29/12/1987,1926.89
28/12/1987,1942.97
24/12/1987,1999.67
23/12/1987,2005.64
22/12/1987,1978.45
21/12/1987,1990.38
18/12/1987,1975.3
17/12/1987,1924.4
16/12/1987,1974.47
15/12/1987,1941.48
14/12/1987,1932.86
11/12/1987,1867.04
10/12/1987,1855.44
09/12/1987,1902.52
08/12/1987,1868.37
07/12/1987,1812.17
04/12/1987,1766.74
03/12/1987,1776.53
02/12/1987,1848.97
01/12/1987,1842.34
30/11/1987,1833.55
27/11/1987,1910.48
25/11/1987,1946.95
24/11/1987,1963.53
23/11/1987,1923.08
20/11/1987,1913.63
19/11/1987,1895.39
18/11/1987,1939.16
17/11/1987,1922.25
16/11/1987,1949.1
13/11/1987,1935.01
12/11/1987,1960.21
11/11/1987,1899.2
10/11/1987,1878.15
09/11/1987,1900.2
06/11/1987,1959.05
05/11/1987,1985.41
04/11/1987,1945.29
03/11/1987,1963.53
02/11/1987,2014.09
30/10/1987,1993.53
29/10/1987,1938.33
28/10/1987,1846.82
27/10/1987,1846.49
26/10/1987,1793.93
23/10/1987,1950.76
22/10/1987,1950.43
21/10/1987,2027.85
20/10/1987,1841.01
19/10/1987,1738.74
16/10/1987,2246.74
15/10/1987,2355.09
14/10/1987,2412.7
13/10/1987,2508.16
12/10/1987,2471.44
09/10/1987,2482.21
08/10/1987,2516.64
07/10/1987,2551.08
06/10/1987,2548.63
05/10/1987,2640.18
02/10/1987,2640.99
01/10/1987,2639.2
30/09/1987,2596.28
29/09/1987,2590.57
28/09/1987,2601.5
25/09/1987,2570.17
24/09/1987,2566.42
23/09/1987,2585.67
22/09/1987,2568.05
21/09/1987,2492.82
18/09/1987,2524.64
17/09/1987,2527.9
16/09/1987,2530.19
15/09/1987,2566.58
14/09/1987,2613.04
11/09/1987,2608.74
10/09/1987,2576.05
09/09/1987,2549.27
08/09/1987,2545.12
04/09/1987,2561.38
03/09/1987,2599.49
02/09/1987,2602.04
01/09/1987,2610.97
31/08/1987,2662.95
28/08/1987,2639.35
27/08/1987,2675.06
26/08/1987,2701.85
25/08/1987,2722.42
24/08/1987,2697.07
21/08/1987,2709.5
20/08/1987,2706.79
19/08/1987,2665.82
18/08/1987,2654.66
17/08/1987,2700.57
14/08/1987,2685.43
13/08/1987,2691.49
12/08/1987,2669.32
11/08/1987,2680.48
10/08/1987,2635.84
07/08/1987,2592
06/08/1987,2594.23
05/08/1987,2566.65
04/08/1987,2546.72
03/08/1987,2557.08
31/07/1987,2572.07
30/07/1987,2567.44
29/07/1987,2539.54
28/07/1987,2519.77
27/07/1987,2493.94
24/07/1987,2485.33
23/07/1987,2471.94
22/07/1987,2470.18
21/07/1987,2467.95
20/07/1987,2487.72
17/07/1987,2510.04
16/07/1987,2496.97
15/07/1987,2483.74
14/07/1987,2481.35
13/07/1987,2452.97
10/07/1987,2455.99
09/07/1987,2451.21
08/07/1987,2463.97
07/07/1987,2449.78
06/07/1987,2429.53
02/07/1987,2436.7
01/07/1987,2409.76
30/06/1987,2418.53
29/06/1987,2446.91
26/06/1987,2436.86
25/06/1987,2451.05
24/06/1987,2428.41
23/06/1987,2439.73
22/06/1987,2445.51
19/06/1987,2420.85
18/06/1987,2408.13
17/06/1987,2407.35
16/06/1987,2407.35
15/06/1987,2391.54
12/06/1987,2377.73
11/06/1987,2360.13
10/06/1987,2353.61
09/06/1987,2352.7
08/06/1987,2351.64
05/06/1987,2326.15
04/06/1987,2337.08
03/06/1987,2320.69
02/06/1987,2278.22
01/06/1987,2288.23
29/05/1987,2291.57
28/05/1987,2310.68
27/05/1987,2295.81
26/05/1987,2297.94
22/05/1987,2243.2
21/05/1987,2225.77
20/05/1987,2215.87
19/05/1987,2221.28
18/05/1987,2258.66
15/05/1987,2272.52
14/05/1987,2325.49
13/05/1987,2329.68
12/05/1987,2322.6
11/05/1987,2307.3
08/05/1987,2322.3
07/05/1987,2334.66
06/05/1987,2342.19
05/05/1987,2338.07
04/05/1987,2286.22
01/05/1987,2280.4
30/04/1987,2286.36
29/04/1987,2254.26
28/04/1987,2231.96
27/04/1987,2230.54
24/04/1987,2235.37
23/04/1987,2280.97
22/04/1987,2285.94
21/04/1987,2337.07
20/04/1987,2270.6
16/04/1987,2275.99
15/04/1987,2282.95
14/04/1987,2252.98
13/04/1987,2287.07
10/04/1987,2338.78
09/04/1987,2339.2
08/04/1987,2372.16
07/04/1987,2360.94
06/04/1987,2405.54
03/04/1987,2390.34
02/04/1987,2320.45
01/04/1987,2316.05
31/03/1987,2304.69
30/03/1987,2278.41
27/03/1987,2335.8
26/03/1987,2372.59
25/03/1987,2363.49
24/03/1987,2369.18
23/03/1987,2363.78
20/03/1987,2333.52
19/03/1987,2299.57
18/03/1987,2286.93
17/03/1987,2284.8
16/03/1987,2248.44
13/03/1987,2258.66
12/03/1987,2267.34
11/03/1987,2268.98
10/03/1987,2280.09
09/03/1987,2260.12
06/03/1987,2280.23
05/03/1987,2276.43
04/03/1987,2257.45
03/03/1987,2226.52
02/03/1987,2220.47
27/02/1987,2223.99
26/02/1987,2216.68
25/02/1987,2226.24
24/02/1987,2223.28
23/02/1987,2216.54
20/02/1987,2235.24
19/02/1987,2244.09
18/02/1987,2237.63
17/02/1987,2237.49
13/02/1987,2183.35
12/02/1987,2165.78
11/02/1987,2171.96
10/02/1987,2158.04
09/02/1987,2176.74
06/02/1987,2186.87
05/02/1987,2201.49
04/02/1987,2191.23
03/02/1987,2168.45
02/02/1987,2179.42
30/01/1987,2158.04
29/01/1987,2160.01
28/01/1987,2163.39
27/01/1987,2150.45
26/01/1987,2107.28
23/01/1987,2101.52
22/01/1987,2145.67
21/01/1987,2094.07
20/01/1987,2104.47
19/01/1987,2102.5
16/01/1987,2076.63
15/01/1987,2070.73
14/01/1987,2035.01
13/01/1987,2012.94
12/01/1987,2009.42
09/01/1987,2005.91
08/01/1987,2002.25
07/01/1987,1993.95
06/01/1987,1974.83
05/01/1987,1971.32
02/01/1987,1927.31
31/12/1986,1895.95
30/12/1986,1908.61
29/12/1986,1912.12
26/12/1986,1930.4
24/12/1986,1926.88
23/12/1986,1914.37
22/12/1986,1926.18
19/12/1986,1928.85
18/12/1986,1912.82
17/12/1986,1918.31
16/12/1986,1936.16
15/12/1986,1922.81
12/12/1986,1912.26
11/12/1986,1923.65
10/12/1986,1932.93
09/12/1986,1916.9
08/12/1986,1930.26
05/12/1986,1925.06
04/12/1986,1939.68
03/12/1986,1947.27
02/12/1986,1955.57
01/12/1986,1912.68
28/11/1986,1914.23
26/11/1986,1916.76
25/11/1986,1912.12
24/11/1986,1906.07
21/11/1986,1893.56
20/11/1986,1860.66
19/11/1986,1826.63
18/11/1986,1817.21
17/11/1986,1860.52
14/11/1986,1873.59
13/11/1986,1862.2
12/11/1986,1893.7
11/11/1986,1895.95
10/11/1986,1892.29
07/11/1986,1886.53
06/11/1986,1891.59
05/11/1986,1899.04
04/11/1986,1892.44
03/11/1986,1894.26
31/10/1986,1877.81
30/10/1986,1878.37
29/10/1986,1851.8
28/10/1986,1845.47
27/10/1986,1841.82
24/10/1986,1832.26
23/10/1986,1834.93
22/10/1986,1808.35
21/10/1986,1805.68
20/10/1986,1811.02
17/10/1986,1837.04
16/10/1986,1836.19
15/10/1986,1831.69
14/10/1986,1800.2
13/10/1986,1798.37
10/10/1986,1793.17
09/10/1986,1796.82
08/10/1986,1803.85
07/10/1986,1784.45
06/10/1986,1784.45
03/10/1986,1774.18
02/10/1986,1781.21
01/10/1986,1782.9
30/09/1986,1767.58
29/09/1986,1755.2
26/09/1986,1769.69
25/09/1986,1768.56
24/09/1986,1803.29
23/09/1986,1797.81
22/09/1986,1793.45
19/09/1986,1762.65
18/09/1986,1774.18
17/09/1986,1769.4
16/09/1986,1778.54
15/09/1986,1767.58
12/09/1986,1758.72
11/09/1986,1792.89
10/09/1986,1879.5
09/09/1986,1884.14
08/09/1986,1888.64
05/09/1986,1899.75
04/09/1986,1919.71
03/09/1986,1881.33
02/09/1986,1870.36
29/08/1986,1898.34
28/08/1986,1900.17
27/08/1986,1904.53
26/08/1986,1904.25
25/08/1986,1871.77
22/08/1986,1887.8
21/08/1986,1881.19
20/08/1986,1881.33
19/08/1986,1862.91
18/08/1986,1869.52
15/08/1986,1855.6
14/08/1986,1844.91
13/08/1986,1844.49
12/08/1986,1835.49
11/08/1986,1811.16
08/08/1986,1782.62
07/08/1986,1786.28
06/08/1986,1779.53
05/08/1986,1777
04/08/1986,1769.97
01/08/1986,1763.64
31/07/1986,1775.31
30/07/1986,1779.39
29/07/1986,1766.87
28/07/1986,1773.9
25/07/1986,1810.04
24/07/1986,1791.62
23/07/1986,1798.37
22/07/1986,1795.13
21/07/1986,1779.11
18/07/1986,1777.98
17/07/1986,1781.78
16/07/1986,1774.18
15/07/1986,1768.7
14/07/1986,1793.45
11/07/1986,1821.43
10/07/1986,1831.83
09/07/1986,1826.07
08/07/1986,1820.73
07/07/1986,1839
03/07/1986,1900.87
02/07/1986,1909.03
01/07/1986,1903.54
30/06/1986,1892.72
27/06/1986,1885.26
26/06/1986,1880.2
25/06/1986,1885.05
24/06/1986,1875.55
23/06/1986,1864.26
20/06/1986,1879.54
19/06/1986,1855.86
18/06/1986,1868.94
17/06/1986,1865.78
16/06/1986,1871.77
13/06/1986,1874.19
12/06/1986,1838.13
11/06/1986,1846.07
10/06/1986,1837.19
09/06/1986,1840.15
06/06/1986,1885.9
05/06/1986,1879.44
04/06/1986,1863.29
03/06/1986,1870.43
02/06/1986,1861.95
30/05/1986,1876.71
29/05/1986,1882.35
28/05/1986,1878.28
27/05/1986,1853.03
23/05/1986,1823.29
22/05/1986,1806.3
21/05/1986,1775.17
20/05/1986,1783.98
19/05/1986,1758.18
16/05/1986,1759.8
15/05/1986,1774.68
14/05/1986,1808.28
13/05/1986,1785.34
12/05/1986,1787.33
09/05/1986,1789.43
08/05/1986,1786.21
07/05/1986,1775.3
06/05/1986,1787.95
05/05/1986,1793.77
02/05/1986,1774.68
01/05/1986,1777.78
30/04/1986,1783.98
29/04/1986,1825.89
28/04/1986,1843.75
25/04/1986,1835.57
24/04/1986,1831.72
23/04/1986,1829.61
22/04/1986,1830.98
21/04/1986,1855.9
18/04/1986,1840.4
17/04/1986,1855.03
16/04/1986,1847.97
15/04/1986,1809.65
14/04/1986,1805.31
11/04/1986,1790.18
10/04/1986,1794.3
09/04/1986,1778.62
08/04/1986,1769.76
07/04/1986,1735.51
04/04/1986,1739.22
03/04/1986,1766.4
02/04/1986,1795.26
01/04/1986,1790.11
31/03/1986,1818.61
27/03/1986,1821.72
26/03/1986,1810.7
25/03/1986,1778.5
24/03/1986,1782.93
21/03/1986,1768.56
20/03/1986,1804.24
19/03/1986,1787.95
18/03/1986,1789.87
17/03/1986,1776.82
14/03/1986,1792.74
13/03/1986,1753.71
12/03/1986,1745.45
11/03/1986,1746.05
10/03/1986,1702.95
07/03/1986,1699.83
06/03/1986,1696.6
05/03/1986,1686.66
04/03/1986,1686.42
03/03/1986,1696.67
28/02/1986,1709.06
27/02/1986,1713.99
26/02/1986,1696.9
25/02/1986,1692.66
24/02/1986,1698.28
21/02/1986,1697.71
20/02/1986,1672.82
19/02/1986,1658.26
18/02/1986,1678.78
14/02/1986,1664.45
13/02/1986,1645.07
12/02/1986,1629.93
11/02/1986,1622.82
10/02/1986,1626.38
07/02/1986,1613.42
06/02/1986,1600.69
05/02/1986,1593.12
04/02/1986,1593.23
03/02/1986,1594.27
31/01/1986,1570.99
30/01/1986,1552.18
29/01/1986,1558.94
28/01/1986,1556.42
27/01/1986,1537.61
24/01/1986,1529.93
23/01/1986,1511.24
22/01/1986,1502.29
21/01/1986,1514.45
20/01/1986,1529.13
17/01/1986,1536.7
16/01/1986,1541.63
15/01/1986,1527.29
14/01/1986,1519.04
13/01/1986,1520.53
10/01/1986,1513.53
09/01/1986,1518.23
08/01/1986,1526.61
07/01/1986,1565.71
06/01/1986,1547.59
03/01/1986,1549.2
02/01/1986,1537.73
31/12/1985,1546.67
30/12/1985,1550.46
27/12/1985,1543
26/12/1985,1526.49
24/12/1985,1519.15
23/12/1985,1528.78
20/12/1985,1543
19/12/1985,1543.92
18/12/1985,1542.43
17/12/1985,1544.5
16/12/1985,1553.1
13/12/1985,1535.21
12/12/1985,1511.24
11/12/1985,1511.7
10/12/1985,1499.2
09/12/1985,1497.02
06/12/1985,1477.18
05/12/1985,1482.91
04/12/1985,1484.4
03/12/1985,1459.06
02/12/1985,1457.91
29/11/1985,1472.13
27/11/1985,1475.69
26/11/1985,1456.77
25/11/1985,1456.65
22/11/1985,1464.33
21/11/1985,1462.27
20/11/1985,1439.22
19/11/1985,1438.99
18/11/1985,1440.02
15/11/1985,1435.09
14/11/1985,1439.22
13/11/1985,1427.75
12/11/1985,1433.6
11/11/1985,1431.88
08/11/1985,1404.36
07/11/1985,1399.54
06/11/1985,1403.44
05/11/1985,1396.67
04/11/1985,1389.68
01/11/1985,1390.25
31/10/1985,1374.31
30/10/1985,1375.57
29/10/1985,1368.73
28/10/1985,1359.99
25/10/1985,1356.52
24/10/1985,1362.34
23/10/1985,1367.16
22/10/1985,1364.36
21/10/1985,1364.14
18/10/1985,1368.84
17/10/1985,1369.29
16/10/1985,1368.5
15/10/1985,1350.81
14/10/1985,1354.73
11/10/1985,1339.94
10/10/1985,1328.07
09/10/1985,1326.72
08/10/1985,1325.49
07/10/1985,1324.37
04/10/1985,1328.74
03/10/1985,1333.11
02/10/1985,1333.67
01/10/1985,1340.95
30/09/1985,1328.63
26/09/1985,1320.79
25/09/1985,1312.05
24/09/1985,1321.12
23/09/1985,1316.31
20/09/1985,1297.94
19/09/1985,1306.79
18/09/1985,1300.4
17/09/1985,1298.16
16/09/1985,1309.14
13/09/1985,1307.68
12/09/1985,1312.39
11/09/1985,1319.44
10/09/1985,1333.45
09/09/1985,1339.27
06/09/1985,1335.69
05/09/1985,1325.83
04/09/1985,1326.72
03/09/1985,1329.19
30/08/1985,1334.01
29/08/1985,1335.13
28/08/1985,1331.09
27/08/1985,1322.47
26/08/1985,1317.65
23/08/1985,1318.32
22/08/1985,1318.1
21/08/1985,1329.53
20/08/1985,1323.7
19/08/1985,1312.5
16/08/1985,1312.72
15/08/1985,1317.76
14/08/1985,1316.98
13/08/1985,1315.3
12/08/1985,1314.29
09/08/1985,1320.79
08/08/1985,1329.86
07/08/1985,1325.04
06/08/1985,1325.16
05/08/1985,1346.89
02/08/1985,1353.05
01/08/1985,1355.62
31/07/1985,1347.45
30/07/1985,1346.1
29/07/1985,1343.86
26/07/1985,1357.08
25/07/1985,1353.61
24/07/1985,1348.9
23/07/1985,1351.81
22/07/1985,1357.64
19/07/1985,1359.54
18/07/1985,1350.92
17/07/1985,1357.97
16/07/1985,1347.89
15/07/1985,1335.46
12/07/1985,1338.6
11/07/1985,1337.7
10/07/1985,1332.89
09/07/1985,1321.91
08/07/1985,1328.41
05/07/1985,1334.45
03/07/1985,1326.39
02/07/1985,1334.01
01/07/1985,1337.14
28/06/1985,1335.46
27/06/1985,1332.21
26/06/1985,1323.81
25/06/1985,1323.03
24/06/1985,1320.56
21/06/1985,1324.48
20/06/1985,1299.73
19/06/1985,1297.38
18/06/1985,1304.77
17/06/1985,1298.39
14/06/1985,1300.96
13/06/1985,1290.1
12/06/1985,1306.34
11/06/1985,1313.84
10/06/1985,1318.44
07/06/1985,1316.42
06/06/1985,1327.28
05/06/1985,1320.56
04/06/1985,1315.3
03/06/1985,1310.93
31/05/1985,1315.41
30/05/1985,1305.78
29/05/1985,1302.98
28/05/1985,1301.52
24/05/1985,1301.97
23/05/1985,1296.71
22/05/1985,1303.76
21/05/1985,1309.7
20/05/1985,1304.88
17/05/1985,1285.34
16/05/1985,1278.05
15/05/1985,1273.52
14/05/1985,1273.3
13/05/1985,1277.5
10/05/1985,1274.18
09/05/1985,1260.27
08/05/1985,1249.78
07/05/1985,1252.76
06/05/1985,1247.79
03/05/1985,1247.24
02/05/1985,1242.27
01/05/1985,1242.05
30/04/1985,1258.06
29/04/1985,1259.72
26/04/1985,1275.18
25/04/1985,1284.78
24/04/1985,1278.49
23/04/1985,1278.71
22/04/1985,1266.56
19/04/1985,1266.56
18/04/1985,1265.13
17/04/1985,1272.31
16/04/1985,1269.55
15/04/1985,1266.78
12/04/1985,1265.68
11/04/1985,1263.69
10/04/1985,1259.94
09/04/1985,1253.86
08/04/1985,1252.98
04/04/1985,1259.05
03/04/1985,1258.06
02/04/1985,1265.68
01/04/1985,1272.75
29/03/1985,1266.78
28/03/1985,1260.71
27/03/1985,1264.91
26/03/1985,1259.72
25/03/1985,1259.94
22/03/1985,1267.45
21/03/1985,1268.22
20/03/1985,1265.24
19/03/1985,1271.09
18/03/1985,1249.67
15/03/1985,1247.35
14/03/1985,1260.05
13/03/1985,1261.7
12/03/1985,1271.75
11/03/1985,1268.55
08/03/1985,1269.66
07/03/1985,1271.53
06/03/1985,1280.37
05/03/1985,1291.85
04/03/1985,1289.53
01/03/1985,1299.36
28/02/1985,1284.01
27/02/1985,1281.03
26/02/1985,1286.11
25/02/1985,1277.5
22/02/1985,1275.84
21/02/1985,1279.04
20/02/1985,1283.13
19/02/1985,1280.59
15/02/1985,1282.02
14/02/1985,1287.88
13/02/1985,1297.92
12/02/1985,1276.61
11/02/1985,1276.06
08/02/1985,1289.97
07/02/1985,1290.08
06/02/1985,1280.59
05/02/1985,1285.23
04/02/1985,1290.08
01/02/1985,1277.72
31/01/1985,1286.77
30/01/1985,1287.88
29/01/1985,1292.62
28/01/1985,1277.83
25/01/1985,1276.06
24/01/1985,1270.43
23/01/1985,1274.73
22/01/1985,1259.5
21/01/1985,1261.37
18/01/1985,1227.36
17/01/1985,1228.69
16/01/1985,1230.68
15/01/1985,1230.79
14/01/1985,1234.54
11/01/1985,1218.09
10/01/1985,1223.5
09/01/1985,1202.74
08/01/1985,1191.7
07/01/1985,1190.59
04/01/1985,1184.96
03/01/1985,1189.82
02/01/1985,1198.87
31/12/1984,1211.57
28/12/1984,1204.17
27/12/1984,1202.52
26/12/1984,1208.92
24/12/1984,1210.14
21/12/1984,1198.98
20/12/1984,1203.29
19/12/1984,1208.04
18/12/1984,1211.57
17/12/1984,1176.79
14/12/1984,1175.91
13/12/1984,1168.84
12/12/1984,1175.13
11/12/1984,1178.33
10/12/1984,1172.26
07/12/1984,1163.21
06/12/1984,1170.49
05/12/1984,1171.6
04/12/1984,1185.07
03/12/1984,1182.42
30/11/1984,1188.94
29/11/1984,1193.46
28/11/1984,1205.39
27/11/1984,1220.19
26/11/1984,1212.35
23/11/1984,1220.3
21/11/1984,1201.52
20/11/1984,1195.12
19/11/1984,1185.29
16/11/1984,1187.94
15/11/1984,1206.16
14/11/1984,1206.93
13/11/1984,1206.6
12/11/1984,1219.19
09/11/1984,1218.97
08/11/1984,1228.69
07/11/1984,1233.22
